,id,seq,unlabeled,car,road,parking,sidewalk,building,fence,vegetation,trunk,pole,traffic-sign,moving-motorcyclist,outlier,other-vehicle,other-object,motorcyclist,moving-car,lane-marking,bicycle,terrain,other-structure,motorcycle,person,moving-person,moving-bicyclist,other-ground,truck,moving-other-vehicle,moving-bus,moving-truck,rider
10777,03_000474,03,816.0,,5503,,1279.0,2369.0,833.0,7326.0,,48.0,15.0,,,,,,,,,1984.0,,,,,,,,,,,
10778,03_000475,03,840.0,,5497,,1209.0,2211.0,930.0,7437.0,,55.0,17.0,,,,,,,,,1936.0,,,,,,,,,,,
10779,03_000476,03,875.0,,5404,,1239.0,2236.0,1049.0,7214.0,,63.0,15.0,,,,,,,,,1926.0,,,,,,,,,,,
10780,03_000477,03,890.0,,5380,,1246.0,2529.0,1185.0,6733.0,,61.0,17.0,,,,,,,,,1899.0,,,,,,,,,,,
10781,03_000478,03,899.0,,5375,,1263.0,2665.0,1347.0,6387.0,,63.0,17.0,,,,,,,,,1899.0,,,,,,,,,,,
10782,03_000479,03,931.0,,5347,,1280.0,2894.0,1542.0,6165.0,,70.0,19.0,,,,,,,,,1759.0,,,,,,,,,,,
10783,03_000480,03,961.0,,5371,,1338.0,2935.0,1559.0,6007.0,,72.0,19.0,,,,,,,,,1730.0,,,,,,,,,,,
10784,03_000481,03,1013.0,,5438,,1363.0,2871.0,1575.0,6071.0,2.0,76.0,22.0,,,,,,,,,1673.0,,,,,,,,,,,
10785,03_000482,03,978.0,,5567,,1407.0,2647.0,1594.0,6267.0,,82.0,19.0,,,,,,,,,1602.0,,,,,,,,,,,
10786,03_000483,03,905.0,,5695,,1375.0,1877.0,1871.0,6764.0,,95.0,12.0,,,,,,,,,1553.0,,,,,,,,,,,
10787,03_000484,03,920.0,,5789,,1367.0,1115.0,2166.0,7285.0,1.0,95.0,14.0,,,,,,,,,1525.0,,,,,,,,,,,
10788,03_000485,03,909.0,,5826,,1277.0,522.0,2539.0,7709.0,2.0,106.0,14.0,,,,,,,,,1461.0,,,,,,,,,,,
10789,03_000486,03,893.0,,5806,,1164.0,150.0,2766.0,8015.0,3.0,115.0,15.0,,,,,,,,,1407.0,,,,,,,,,,,
10790,03_000487,03,827.0,,5819,,1132.0,,2718.0,8336.0,2.0,122.0,19.0,,,,,,,,,1363.0,,,,,,,,,,,
10791,03_000488,03,724.0,,5915,,1175.0,2.0,2538.0,8551.0,2.0,139.0,13.0,,,,,,,,,1299.0,,,,,,,,,,,
10792,03_000489,03,532.0,,6109,,1202.0,3.0,2398.0,8722.0,3.0,154.0,10.0,,,,,,,,,1224.0,,,,,,,,,,,
10793,03_000490,03,427.0,,6208,,1237.0,1.0,2284.0,8888.0,22.0,22.0,7.0,,,,,,,,,1211.0,,,,,,,,,,,
10794,03_000491,03,433.0,,6210,,1225.0,,2202.0,9088.0,23.0,22.0,8.0,,,,,,,,,1174.0,,,,,,,,,,,
10795,03_000492,03,454.0,,6219,,1201.0,,2197.0,9147.0,24.0,23.0,10.0,,,,,,,,,1106.0,,,,,,,,,,,
10796,03_000493,03,446.0,,6199,,1207.0,1.0,2171.0,9215.0,31.0,22.0,11.0,,,,,,,,,1047.0,,,,,,,,,,,
10797,03_000494,03,561.0,,6097,,1170.0,1.0,2103.0,9400.0,34.0,25.0,15.0,,,,,,,,,956.0,,,,,,,,,,,
10798,03_000495,03,518.0,,6181,,1157.0,3.0,1923.0,9639.0,36.0,28.0,15.0,,,,1.0,,,,,907.0,,,,,,,,,,,
10799,03_000496,03,498.0,,6236,,1143.0,,1788.0,9752.0,42.0,36.0,17.0,,,,,,,,,865.0,,,,,,,,,,,
10800,03_000497,03,479.0,,6336,,1144.0,,1755.0,9735.0,46.0,34.0,17.0,,,,,,,,,826.0,,,,,,,,,,,
10801,03_000498,03,461.0,,6444,,1131.0,,1689.0,9742.0,52.0,35.0,18.0,,,,,,,,,779.0,,,,,,,,,,,
10802,03_000499,03,451.0,,6541,,1095.0,,1610.0,9735.0,62.0,36.0,21.0,,,,,,,,,779.0,,,,,,,,,,,
10803,03_000500,03,457.0,,6551,,1063.0,,1460.0,9835.0,66.0,41.0,23.0,,,,,,,,,757.0,,,,,,,,,,,
10804,03_000501,03,443.0,,6716,,1041.0,,1270.0,9884.0,82.0,38.0,22.0,,,,,,,,,775.0,,,,,,,,,,,
10805,03_000502,03,452.0,,6868,,1058.0,,1063.0,9806.0,95.0,41.0,23.0,,,,,,,,,818.0,,,,,,,,,,,
10806,03_000503,03,448.0,,7077,,1072.0,,928.0,9599.0,99.0,42.0,24.0,,,,,,,,,925.0,,,,,,,,,,,
10807,03_000504,03,449.0,,7233,,1126.0,,776.0,9449.0,104.0,42.0,25.0,,,,,,,,,1043.0,,,,,,,,,,,
10808,03_000505,03,460.0,,7418,,1161.0,,588.0,9227.0,97.0,46.0,25.0,,,,,,,,,1222.0,,,,,,,,,,,
10809,03_000506,03,467.0,,7548,,1272.0,,393.0,8909.0,114.0,44.0,25.0,,,,,,,,,1394.0,,,,,,,,,,,
10810,03_000507,03,504.0,,7746,,1306.0,,85.0,8720.0,100.0,48.0,28.0,,,,,,,,,1546.0,,,,,,,,,,,
10811,03_000508,03,521.0,,7915,,1317.0,,,8389.0,112.0,52.0,30.0,,,,,,,,,1735.0,,,,,,,,,,,
10812,03_000509,03,601.0,,8013,,1248.0,,,8375.0,174.0,53.0,32.0,,,,,,,,,1918.0,,,,,,,,,,,
10813,03_000510,03,583.0,,8003,,1122.0,,,8539.0,147.0,57.0,33.0,,,,1.0,,,,,1974.0,,,,,,,,,,,
10814,03_000511,03,561.0,,7886,,1085.0,,,8610.0,144.0,60.0,37.0,,,,,,,,,2025.0,,,,,,,,,,,
10815,03_000512,03,557.0,,7781,,1074.0,,,8663.0,143.0,66.0,36.0,,,,,,,,,2108.0,,,,,,,,,,,
10816,03_000513,03,555.0,,7616,,1131.0,,,8725.0,127.0,68.0,39.0,,,,2.0,,,,,2154.0,,,,,,,,,,,
10817,03_000514,03,531.0,,7492,,1219.0,,,8719.0,110.0,74.0,37.0,,,,6.0,,,,,2245.0,,,,,,,,,,,
10818,03_000515,03,485.0,,7444,,1258.0,,,8667.0,103.0,79.0,38.0,,,,8.0,,,,,2350.0,,,,,,,,,,,
10819,03_000516,03,467.0,,7296,,1300.0,,,8702.0,117.0,87.0,41.0,,,,9.0,,,,,2417.0,,,,,,,,,,,
10820,03_000517,03,488.0,,7028,,1289.0,,,8818.0,126.0,91.0,47.0,,,,16.0,,,,,2503.0,,,,,,,,,,,
10821,03_000518,03,495.0,,6718,,1271.0,,,8955.0,131.0,104.0,49.0,,,,13.0,,,,,2620.0,,,,,,,,,,,
10822,03_000519,03,512.0,,6316,,1338.0,,,9103.0,144.0,117.0,58.0,,,,18.0,,,,,2672.0,,,,,,,,,,,
10823,03_000520,03,540.0,,6029,,1402.0,,,9225.0,141.0,122.0,62.0,,,,20.0,,,,,2695.0,,,,,,,,,,,
10824,03_000521,03,515.0,,5907,,1448.0,,,9259.0,143.0,126.0,64.0,,,,22.0,,,,,2767.0,,,,,,,,,,,
10825,03_000522,03,506.0,,5885,,1550.0,,,9078.0,155.0,136.0,60.0,,,,17.0,,,,,2868.0,,,,,,,,,,,
10826,03_000523,03,490.0,,5931,,1708.0,,,8834.0,170.0,135.0,44.0,,,,20.0,,,,,2968.0,,,,,,,,,,,
10827,03_000524,03,451.0,,5820,,1816.0,,,8784.0,167.0,147.0,42.0,,1.0,,25.0,,,,,3036.0,,,,,,,,,,,
10828,03_000525,03,461.0,,5470,,1900.0,,,8998.0,173.0,159.0,54.0,,,,31.0,,,,,3039.0,,,,,,,,,,,
10829,03_000526,03,432.0,,5361,,1933.0,,,9082.0,148.0,172.0,61.0,,,,24.0,,,,,3009.0,,,,,,,,,,,
10830,03_000527,03,428.0,,5341,,1982.0,,,9023.0,168.0,183.0,55.0,,1.0,,37.0,,,,,3047.0,,,,,,,,,,,
10831,03_000528,03,413.0,,5381,,2035.0,,,8921.0,191.0,201.0,39.0,,1.0,,31.0,,,,,3028.0,,,,,,,,,,,
10832,03_000529,03,414.0,,5361,,2070.0,,,8984.0,196.0,223.0,37.0,,,,41.0,,,,,2968.0,,,,,,,,,,,
10833,03_000530,03,443.0,,5349,,2073.0,,,9017.0,249.0,230.0,43.0,,,,40.0,,,,,2820.0,,,,,,,,,,,
10834,03_000531,03,443.0,,5308,,2048.0,,,9126.0,285.0,88.0,49.0,,,,45.0,,,,,2831.0,,,,,,,,,,,
10835,03_000532,03,439.0,,5229,,2021.0,,,9271.0,309.0,18.0,,,,,44.0,,,,,2875.0,,,,,,,,,,,
10836,03_000533,03,485.0,,5129,,1997.0,,,9125.0,345.0,24.0,,,,,47.0,,,,,2988.0,,,,,,,,,,,
10837,03_000534,03,470.0,,5227,,2005.0,,,8782.0,345.0,21.0,,,,,47.0,,,,,3231.0,,,,,,,,,,,
10838,03_000535,03,503.0,,5278,,1997.0,,,8729.0,225.0,25.0,,,,,36.0,,,,,3469.0,,,,,,,,,,,
10839,03_000536,03,503.0,,5278,,1963.0,,,8763.0,239.0,25.0,,,,,29.0,,,,,3458.0,,,,,,,,,,,
10840,03_000537,03,521.0,,5052,,1913.0,,,8862.0,262.0,28.0,,,,,31.0,,,,,3468.0,,,,,,,,,,,
10841,03_000538,03,510.0,,4791,,1821.0,,1.0,9137.0,299.0,37.0,,,,,36.0,,,,,3465.0,,,,,,,,,,,
10842,03_000539,03,595.0,,4626,,1766.0,,1.0,9266.0,332.0,38.0,,,,,40.0,,,,,3387.0,,,,,,,,,,,
10843,03_000540,03,569.0,,4662,,1810.0,,1.0,9104.0,365.0,36.0,,,,,43.0,,,,,3468.0,,,,,,,,,,,
10844,03_000541,03,540.0,,4841,,1911.0,,2.0,8812.0,362.0,39.0,,,,,57.0,,,,,3551.0,,,,,,,,,,,
10845,03_000542,03,502.0,,4939,,1954.0,,3.0,8734.0,249.0,40.0,,,,,66.0,,,,,3619.0,,,,,,,,,,,
10846,03_000543,03,471.0,,4876,,1939.0,,4.0,8769.0,257.0,42.0,,,,,81.0,,,,,3685.0,,,,,,,,,,,
10847,03_000544,03,471.0,,4781,,1919.0,,10.0,8767.0,225.0,42.0,,,,,78.0,,,,,3789.0,,,,,,,,,,,
10848,03_000545,03,459.0,,4719,,1897.0,,4.0,8725.0,248.0,47.0,,,,,90.0,,,,,3819.0,,,,,,,,,,,
10849,03_000546,03,473.0,,4723,,1909.0,,5.0,8640.0,274.0,47.0,,,,,120.0,,,,,3848.0,,,,,,,,,,,
10850,03_000547,03,505.0,,4751,,1940.0,,8.0,8405.0,303.0,51.0,,,,,138.0,,,,,3906.0,,,,,,,,,,,
10851,03_000548,03,441.0,,4825,,1942.0,,7.0,8187.0,351.0,55.0,,,,,151.0,,,,,3996.0,,,,,,,,,,,
10852,03_000549,03,486.0,,4812,,1951.0,,11.0,7963.0,387.0,58.0,,,,,171.0,,,,,4138.0,,,,,,,,,,,
10853,03_000550,03,519.0,,4882,,1976.0,,13.0,7715.0,425.0,69.0,,,,,190.0,,,,,4196.0,,,,,,,,,,,
10854,03_000551,03,443.0,,4908,,1993.0,,10.0,7674.0,465.0,71.0,,,,,205.0,,,,,4258.0,,,,,,,,,,,
10855,03_000552,03,419.0,,4940,,2030.0,,11.0,7595.0,537.0,77.0,,,,,224.0,,,,,4207.0,,,,,,,,,,,
10856,03_000553,03,424.0,,4982,,2043.0,,15.0,7482.0,606.0,83.0,,,,,216.0,,,,,4178.0,,,,,,,,,,,
10857,03_000554,03,485.0,,4965,,2054.0,,23.0,7349.0,662.0,90.0,,,,,155.0,,,,,4280.0,,,,,,,,,,,
10858,03_000555,03,463.0,,4999,,2066.0,,24.0,7342.0,705.0,96.0,,,,,88.0,,,,,4251.0,,,,,,,,,,,
10859,03_000556,03,460.0,,5036,,2118.0,,24.0,7465.0,108.0,112.0,,,,,141.0,,,,,4579.0,,,,,,,,,,,
10860,03_000557,03,450.0,,5074,,2136.0,,28.0,7456.0,98.0,120.0,,,,,71.0,,,,,4675.0,,,,,,,,,,,
10861,03_000558,03,441.0,,5057,,2134.0,,36.0,7552.0,111.0,137.0,,,,,,,,,,4708.0,,,,,,,,,,,
10862,03_000559,03,450.0,,5011,,2165.0,,41.0,7614.0,119.0,154.0,,,,,,,,,,4649.0,,,,,,,,,,,
10863,03_000560,03,468.0,,4971,,2143.0,,47.0,7654.0,149.0,180.0,,,,,,,,,,4540.0,,,,,,,,,,,
10864,03_000561,03,492.0,,4971,,2130.0,,56.0,7666.0,154.0,219.0,,,,,,,,,,4385.0,,,,,,,,,,,
10865,03_000562,03,492.0,,4943,,2122.0,3.0,64.0,7646.0,173.0,238.0,,,,,,,,,,4349.0,,,,,,,,,,,
10866,03_000563,03,529.0,,4942,,2109.0,2.0,80.0,7793.0,185.0,24.0,,,,,,,,,,4439.0,,,,,,,,,,,
10867,03_000564,03,588.0,,4991,,2143.0,3.0,88.0,7749.0,200.0,23.0,,,,,,,,,,4369.0,,,,,,,,,,,
10868,03_000565,03,646.0,,5127,,2175.0,,100.0,7506.0,229.0,21.0,,,,,,,,,,4401.0,,,,,,,,,,,
10869,03_000566,03,696.0,,5226,,2234.0,,119.0,7322.0,245.0,29.0,1.0,,,,,,,,,4365.0,,,,,,,,,,,
10870,03_000567,03,747.0,,5249,,2275.0,,130.0,7254.0,246.0,37.0,,,,,,,,,,4323.0,,,,,,,,,,,
10871,03_000568,03,806.0,,5198,,2231.0,,155.0,7211.0,265.0,38.0,2.0,,,,,,,,,4313.0,,,,,,,,,,,
10872,03_000569,03,725.0,,5229,,2244.0,,163.0,7345.0,290.0,39.0,1.0,,,,,,,,,4150.0,,,,,,,,,,,
10873,03_000570,03,621.0,,5316,,2265.0,,195.0,7355.0,348.0,44.0,,,,,,,,,,4100.0,,,,,,,,,,,
10874,03_000571,03,579.0,,5388,,2320.0,,202.0,7268.0,415.0,39.0,1.0,,,,,,,,,3967.0,,,,,,,,,,,
10875,03_000572,03,667.0,,5365,,2272.0,,243.0,7217.0,110.0,40.0,1.0,,,,,,,,,4178.0,,,,,,,,,,,
10876,03_000573,03,695.0,,5304,,2287.0,,270.0,7142.0,19.0,46.0,,,,,,,,,,4428.0,,,,,,,,,,,
10877,03_000574,03,661.0,,5284,,2282.0,,322.0,7079.0,27.0,46.0,1.0,,,,,,,,,4475.0,,,,,,,,,,,
10878,03_000575,03,698.0,,5255,,2270.0,,355.0,6965.0,58.0,51.0,1.0,,,,,,,,,4496.0,,,,,,,,,,,
10879,03_000576,03,843.0,,5215,,2278.0,,408.0,6825.0,68.0,52.0,,,,,,,,,,4495.0,,,,,,,,,,,
10880,03_000577,03,798.0,,5211,,2299.0,,464.0,6857.0,58.0,60.0,1.0,,,,,,,,,4473.0,,,,,,,,,,,
10881,03_000578,03,794.0,,5274,,2319.0,,495.0,6638.0,54.0,57.0,2.0,,,,,,,,,4523.0,,,,,,,,,,,
10882,03_000579,03,824.0,,5265,,2306.0,,524.0,6619.0,69.0,58.0,2.0,,,,,,,,,4517.0,,,,,,,,,,,
10883,03_000580,03,818.0,,5189,,2255.0,,596.0,6516.0,59.0,73.0,2.0,,,,,,,,,4536.0,,,,,,,,,,,
10884,03_000581,03,876.0,,5096,,2248.0,,658.0,6354.0,63.0,84.0,1.0,,,,,,,,,4658.0,,,,,,,,,,,
10885,03_000582,03,902.0,,5201,,2309.0,,677.0,6089.0,64.0,85.0,2.0,,,,,,,,,4774.0,,,,,,,,,,,
10886,03_000583,03,951.0,,5303,,2355.0,,586.0,6021.0,75.0,92.0,6.0,,,,,,,,,4747.0,,,,,,,,,,,
10887,03_000584,03,987.0,,5217,,2353.0,,360.0,6259.0,69.0,104.0,8.0,,,,,,,,,4697.0,,,,,,,,,,,
10888,03_000585,03,1008.0,,4970,,2258.0,,247.0,6865.0,90.0,119.0,1.0,,,,6.0,,,,,4392.0,,,,,,,,,,,
10889,03_000586,03,967.0,,4843,,2223.0,,32.0,7403.0,80.0,140.0,5.0,,,,13.0,,,,,4045.0,,,,,,,,,,,
10890,03_000587,03,967.0,,4825,,2212.0,6.0,36.0,7567.0,81.0,155.0,12.0,,,,17.0,,,,,3828.0,,,,,,,,,,,
10891,03_000588,03,960.0,,4808,,2234.0,14.0,51.0,7529.0,88.0,178.0,13.0,,,,13.0,,,,,3742.0,,,,,,,,,,,
10892,03_000589,03,964.0,,4706,,2173.0,36.0,66.0,7652.0,123.0,19.0,13.0,,,,7.0,,,,,3663.0,,,,,,,,,,,
10893,03_000590,03,894.0,,4671,,2174.0,57.0,73.0,7670.0,142.0,19.0,14.0,,,,5.0,,,,,3608.0,,,,,,,,,,,
10894,03_000591,03,780.0,,4820,,2233.0,78.0,101.0,7443.0,147.0,25.0,9.0,,,,8.0,,,,,3673.0,,,,,,,,,,,
10895,03_000592,03,788.0,,4971,,2264.0,85.0,118.0,7095.0,151.0,30.0,16.0,,,,3.0,,,,,3814.0,,,,,,,,,,,
10896,03_000593,03,761.0,,5074,,2288.0,92.0,147.0,6940.0,153.0,32.0,19.0,,,,4.0,,,,,3878.0,,,,,,1.0,,,,,
10897,03_000594,03,738.0,,5106,,2294.0,87.0,179.0,6985.0,164.0,38.0,15.0,,,,12.0,,,,,3819.0,,,,,,,,,,,
10898,03_000595,03,761.0,,5150,,2287.0,89.0,199.0,6899.0,178.0,42.0,18.0,,,,16.0,,,,,3790.0,,,,,,1.0,,,,,
10899,03_000596,03,741.0,,5168,,2251.0,90.0,217.0,6740.0,189.0,45.0,23.0,,,,20.0,,,,1.0,3802.0,,,,,,,,,,,
10900,03_000597,03,745.0,,5134,,2209.0,96.0,233.0,6595.0,212.0,56.0,24.0,,,,29.0,,,,,3792.0,,,,,,,,,,,
10901,03_000598,03,716.0,,5151,,2149.0,112.0,275.0,6389.0,222.0,74.0,24.0,,,,31.0,,,,,3806.0,,,,,,1.0,,,,,
10902,03_000599,03,709.0,,5125,,2097.0,134.0,291.0,6157.0,228.0,77.0,28.0,,,,43.0,,,,5.0,3835.0,,,,,,,,,,,
10903,03_000600,03,704.0,,5128,,2064.0,147.0,322.0,6018.0,254.0,91.0,27.0,,,,43.0,,,,5.0,3724.0,,,,,,,,,,,
10904,03_000601,03,740.0,,5116,,2060.0,148.0,382.0,5962.0,278.0,99.0,25.0,,,,48.0,,,,6.0,3625.0,,,,,,,,,,,
10905,03_000602,03,750.0,,5136,,2028.0,155.0,393.0,5999.0,299.0,104.0,26.0,,,,56.0,,,,10.0,3485.0,,,,,,1.0,,,,,
10906,03_000603,03,735.0,,5178,,2026.0,164.0,410.0,6109.0,328.0,96.0,24.0,,,,66.0,,,,,3297.0,,,,,,1.0,,,,,
10907,03_000604,03,724.0,,5239,,2036.0,203.0,444.0,6092.0,343.0,98.0,25.0,,,,74.0,,,,,3209.0,,,,,,2.0,,,,,
10908,03_000605,03,719.0,,5276,,1989.0,230.0,484.0,6247.0,196.0,59.0,18.0,,,,87.0,,,,,3115.0,,,,,,1.0,,,,,
10909,03_000606,03,678.0,,5322,,1972.0,249.0,499.0,6366.0,209.0,77.0,23.0,,,,92.0,,,,,2976.0,,,,,,1.0,,,,,
10910,03_000607,03,702.0,,5314,,1943.0,273.0,514.0,6427.0,201.0,81.0,21.0,,,,97.0,,,,,2841.0,,,,,,,,,,,
10911,03_000608,03,678.0,,5393,,1963.0,302.0,516.0,6517.0,197.0,92.0,23.0,,,,109.0,,,,,2678.0,,,,,,,,,,,
10912,03_000609,03,637.0,,5418,,1873.0,321.0,534.0,6577.0,240.0,102.0,23.0,,,,109.0,,,,,2600.0,,,,,,,,,,,
10913,03_000610,03,628.0,,5503,,1874.0,340.0,572.0,6594.0,250.0,119.0,22.0,,,,114.0,,,,,2429.0,,,,,,2.0,,,,,
10914,03_000611,03,628.0,,5549,,1797.0,376.0,580.0,6610.0,257.0,134.0,23.0,,,,127.0,,,,,2302.0,,,,,,,,,,,
10915,03_000612,03,606.0,,5694,,1830.0,391.0,532.0,6667.0,273.0,151.0,16.0,,,,131.0,,,,,2082.0,,,,,,,,,,,
10916,03_000613,03,592.0,,5862,,1834.0,365.0,541.0,6711.0,285.0,186.0,20.0,,,,136.0,,,,,1886.0,,,,,,1.0,,,,,
10917,03_000614,03,541.0,,6117,,1710.0,448.0,502.0,6698.0,305.0,208.0,24.0,,,,130.0,,,,,1791.0,,,,,,5.0,,,,,
10918,03_000615,03,494.0,,6361,,1561.0,466.0,488.0,6813.0,325.0,40.0,32.0,,1.0,,109.0,,,,,1868.0,,,,,,2.0,,,,,
10919,03_000616,03,470.0,,6616,,1130.0,510.0,550.0,6797.0,342.0,43.0,39.0,,1.0,,22.0,,,,,2087.0,,,,,,3.0,,,,,
10920,03_000617,03,405.0,,6968,,659.0,474.0,506.0,6955.0,374.0,45.0,43.0,,1.0,,,,,,,2238.0,,,,,,,,,,,
10921,03_000618,03,436.0,,7243,,381.0,130.0,536.0,7243.0,416.0,44.0,41.0,,1.0,,,,,,,2175.0,,,,,,7.0,,,,,
10922,03_000619,03,465.0,,7389,,356.0,163.0,635.0,7474.0,91.0,52.0,45.0,,1.0,,,,,,,1848.0,,,,,,6.0,,,,,
10923,03_000620,03,517.0,,7536,,396.0,,620.0,7716.0,117.0,52.0,42.0,,1.0,,,,,,,1419.0,,,,,,,,,,,
10924,03_000621,03,521.0,,7658,,408.0,,649.0,7746.0,123.0,57.0,51.0,,2.0,,,,,,,1150.0,,,,,,4.0,,,,,
10925,03_000622,03,479.0,,7985,,400.0,,672.0,7812.0,119.0,60.0,57.0,,2.0,,,,,,,971.0,,,,,,3.0,,,,,
10926,03_000623,03,434.0,,8228,,434.0,,666.0,7892.0,132.0,69.0,61.0,,,,,,,,,823.0,,,,,,,,,,,
10927,03_000624,03,434.0,,7925,,477.0,,656.0,8057.0,155.0,72.0,61.0,,,,,,,,,969.0,,,,,,,,,,,
10928,03_000625,03,509.0,,7416,,469.0,,670.0,8113.0,172.0,73.0,69.0,,1.0,,,,,,,1140.0,,,,,,,,,,,
10929,03_000626,03,659.0,,6926,,475.0,,691.0,8110.0,194.0,79.0,80.0,,,,,,,,,1308.0,,,,,,6.0,,,,,
10930,03_000627,03,659.0,,6711,,502.0,,722.0,8130.0,211.0,93.0,86.0,,2.0,,,,,,,1401.0,,,,,,,,,,,
10931,03_000628,03,460.0,,6816,,547.0,,714.0,8275.0,228.0,84.0,102.0,,1.0,,,,,,,1407.0,,,,,,6.0,,,,,
10932,03_000629,03,411.0,,6862,,592.0,,744.0,8328.0,254.0,88.0,85.0,,,,,,,,,1529.0,,,,,,3.0,,,,,
10933,03_000630,03,420.0,,6796,,637.0,,760.0,8338.0,286.0,84.0,76.0,,,,,,,,,1648.0,,,,,,,,,,,
10934,03_000631,03,410.0,,6578,,693.0,,780.0,8307.0,325.0,94.0,82.0,,2.0,,,,,,,1775.0,,,,,,,,,,,
10935,03_000632,03,449.0,,6358,,761.0,,759.0,8249.0,371.0,109.0,91.0,,,,,,,,,1837.0,,,,,,1.0,,,,,
10936,03_000633,03,466.0,,5974,,807.0,,758.0,8265.0,422.0,124.0,101.0,,,,,,,,,2015.0,,,,,,,,,,,
10937,03_000634,03,404.0,,5870,,805.0,,822.0,8034.0,465.0,124.0,78.0,,1.0,,,,,,,2284.0,,,,,,,,,,,
10938,03_000635,03,442.0,,5790,,832.0,,830.0,8001.0,518.0,120.0,95.0,,,,,,,,,2357.0,,,,,,,,,,,
10939,03_000636,03,428.0,,5599,,921.0,,822.0,8156.0,583.0,69.0,18.0,,1.0,,,,,,,2299.0,,,,,,,,,,,
10940,03_000637,03,469.0,,5386,,936.0,,852.0,8176.0,422.0,88.0,22.0,,1.0,,,,,,,2177.0,,,,,,,,,,,
10941,03_000638,03,514.0,,5181,,972.0,,964.0,8555.0,,109.0,24.0,,1.0,,,,,,,2119.0,,,,,,,,,,,
10942,03_000639,03,503.0,,5213,,1045.0,,984.0,8613.0,,99.0,25.0,,,,,,,,,2008.0,,,,,,,,,,,
10943,03_000640,03,463.0,,5357,,1099.0,,1023.0,8631.0,,90.0,25.0,,,,,,,,,1965.0,,,,,,,,,,,
10944,03_000641,03,462.0,,5374,,1140.0,,1033.0,8662.0,,97.0,23.0,,1.0,,,,,,,1881.0,,,,,,1.0,,,,,
10945,03_000642,03,368.0,,5303,,1234.0,,1110.0,8742.0,,67.0,50.0,,,,52.0,,,,,1714.0,,,,,,,,,,,
10946,03_000643,03,443.0,,5170,,1259.0,,1134.0,8672.0,,82.0,49.0,,1.0,,100.0,,,,,1587.0,,,,,,1.0,,,,,
10947,03_000644,03,468.0,,5082,,1348.0,,1139.0,8732.0,,78.0,57.0,,,,98.0,,,,,1443.0,,,,,,,,,,,
10948,03_000645,03,412.0,,5122,,1431.0,,1169.0,8770.0,,74.0,56.0,,1.0,,147.0,,,,,1338.0,,,,,,2.0,,,,,
10949,03_000646,03,416.0,,5191,,1567.0,,1180.0,8766.0,,71.0,53.0,,,,157.0,,,,,1199.0,,,,,,1.0,,,,,
10950,03_000647,03,436.0,,5155,,1676.0,,1187.0,8783.0,,78.0,51.0,,,,165.0,,,,,1072.0,,,,,,,,,,,
10951,03_000648,03,441.0,,5096,,1779.0,,1207.0,8720.0,,74.0,55.0,,,,173.0,,,,,910.0,,,,,,,,,,,
10952,03_000649,03,410.0,,5053,,1893.0,,1253.0,8640.0,,93.0,58.0,,5.0,,187.0,,,,,767.0,,,,,,,,,,,
10953,03_000650,03,430.0,,5063,,2029.0,,1258.0,8620.0,,99.0,53.0,,9.0,,189.0,,,,,621.0,,,,,,,,,,,
10954,03_000651,03,467.0,,5022,,2193.0,,1259.0,8575.0,,111.0,54.0,,6.0,,192.0,,,,,453.0,,,,,,1.0,,,,,
10955,03_000652,03,440.0,,4986,,2366.0,,1307.0,8492.0,,119.0,53.0,,12.0,,196.0,,,,,298.0,,,,,,,,,,,
10956,03_000653,03,517.0,,5090,,2531.0,,1339.0,8498.0,,131.0,46.0,,9.0,,216.0,,,,,120.0,,,,,,,,,,,
10957,03_000654,03,512.0,,5347,,2696.0,,1374.0,8469.0,,76.0,38.0,,5.0,,227.0,,,,,,,,,,,,,,,,
10958,03_000655,03,568.0,,5527,,2757.0,,1401.0,8363.0,,87.0,31.0,,1.0,,237.0,,,,,,,,,,,,,,,,
10959,03_000656,03,748.0,,5500,,2716.0,,1377.0,8375.0,,90.0,30.0,,3.0,,258.0,,,,,,,,,,,,,,,,
10960,03_000657,03,907.0,,5360,,2671.0,,1381.0,8362.0,,117.0,37.0,,4.0,,262.0,,,,,,,,,,,,,,,,
10961,03_000658,03,1010.0,,5283,,2641.0,,1376.0,8342.0,,122.0,37.0,,3.0,,283.0,,,,,,,,,,,,,,,,
10962,03_000659,03,1071.0,,5288,,2658.0,,1400.0,8266.0,,137.0,38.0,,5.0,,290.0,,,,,,,,,,,,,,,,
10963,03_000660,03,1142.0,,5368,,2695.0,,1441.0,8106.0,,159.0,38.0,,1.0,,309.0,,,,,,,,,,,,,,,,
10964,03_000661,03,1143.0,,5467,,2701.0,,1458.0,8050.0,,158.0,35.0,,1.0,,328.0,,,,,,,,,,,,,,,,
10965,03_000662,03,1211.0,,5463,,2680.0,,1469.0,8021.0,,186.0,35.0,,1.0,,341.0,,,,,,,,,,,,,,,,
10966,03_000663,03,1270.0,,5457,,2697.0,,1485.0,7958.0,,207.0,36.0,,2.0,,349.0,,,,,,,,,,,,,,,,
10967,03_000664,03,1289.0,,5510,,2700.0,,1499.0,7853.0,,238.0,33.0,,,,383.0,,,,,,,,,,,,,,,,
10968,03_000665,03,1262.0,,5615,,2791.0,,1579.0,7745.0,,139.0,31.0,,,,402.0,,,,,,,,,,,,,,,,
